"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009611","response to wounding","10/1006","25/11744",0.4,4.66958250497018,5.62170697535386,2.01253380645337e-05,0.000986141565162151,0.000986141565162151,"Os08g0508800/Os03g0180900/Os10g0391400/Os03g0180800/Os03g0738600/Os04g0395800/Os03g0181100/Os10g0392400/Os08g0509100/Os12g0437800",10
"GO:0140825","","13/1006","41/11744",0.317073170731707,3.70149832711051,5.30364992081855,2.24586592279969e-05,0.0010087681103242,0.0010087681103242,"Os12g0111800/Os07g0676900/Os05g0162000/Os10g0109600/Os07g0677100/Os08g0113000/Os04g0688100/Os06g0547400/Os09g0471100/Os05g0499400/Os07g0677400/Os04g0688300/Os11g0112200",13
"GO:0009073","aromatic amino acid family biosynthetic process","11/1006","31/11744",0.354838709677419,4.14237157698968,5.36205339265621,2.93426798106832e-05,0.00121659264753525,0.00121659264753525,"Os03g0718000/Os03g0126000/Os03g0254800/Os07g0182100/Os09g0255400/Os01g0375200/Os01g0764400/Os07g0622200/Os04g0406600/Os06g0225800/Os06g0133900",11
"GO:0098869","cellular oxidant detoxification","20/1006","87/11744",0.229885057471264,2.6836681063047,4.82446915605134,3.4640926791294e-05,0.00133367568146482,0.00133367568146482,"Os02g0129800/Os12g0111800/Os06g0625500/Os10g0509401/Os12g0448900/Os07g0676900/Os05g0162000/Os10g0109600/Os07g0677100/Os08g0113000/Os04g0688100/Os06g0547400/Os03g0405500/Os09g0471100/Os05g0499400/Os04g0434800/Os07g0677400/Os01g0360200/Os04g0688300/Os11g0112200",20
"GO:0009523","photosystem II","13/1006","43/11744",0.302325581395349,3.52933561422165,5.0857618329635,3.9662448996736e-05,0.00141854160581963,0.00141854160581963,"Os08g0435900/Os02g0197600/Os07g0544800/Os03g0333400/Os08g0504500/Os04g0457000/Os07g0105600/Os06g0320500/Os09g0439500/Os07g0577600/Os05g0401300/Os02g0578400/Os07g0562700",13
"GO:0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","27/1006","139/11744",0.194244604316547,2.2676030150035,4.60145217124783,4.21088417311948e-05,0.00141854160581963,0.00141854160581963,"Os01g0227800/Os08g0507702/Os07g0518500/Os09g0457100/Os12g0139300/Os08g0507100/Os01g0728300/Os02g0110200/Os02g0218700/Os12g0443000/Os03g0803500/Os05g0101600/Os10g0439924/Os03g0570100/Os01g0561600/Os04g0171800/Os05g0320700/Os02g0467600/Os07g0218700/Os03g0225900/Os05g0494000/Os03g0417700/Os10g0378100/Os03g0223100/Os06g0294600/Os12g0150200/Os02g0186800",27
"GO:0030414","peptidase inhibitor activity","9/1006","23/11744",0.391304347826087,4.56806984181865,5.24253999967845,6.4876993144145e-05,0.00179014889374731,0.00179014889374731,"Os01g0123900/Os01g0124100/Os03g0210200/Os01g0124401/Os03g0718800/Os01g0124200/Os03g0429000/Os03g0210000/Os12g0437800",9
"GO:0009765","photosynthesis, light harvesting","7/1006","14/11744",0.5,5.83697813121272,5.54263087482653,6.6424819805095e-05,0.00179014889374731,0.00179014889374731,"Os08g0435900/Os02g0197600/Os04g0457000/Os06g0320500/Os09g0439500/Os07g0577600/Os07g0562700",7
"GO:0009768","photosynthesis, light harvesting in photosystem I","7/1006","14/11744",0.5,5.83697813121272,5.54263087482653,6.6424819805095e-05,0.00179014889374731,0.00179014889374731,"Os08g0435900/Os02g0197600/Os04g0457000/Os06g0320500/Os09g0439500/Os07g0577600/Os07g0562700",7
"GO:0016168","chlorophyll binding","7/1006","14/11744",0.5,5.83697813121272,5.54263087482653,6.6424819805095e-05,0.00179014889374731,0.00179014889374731,"Os08g0435900/Os02g0197600/Os04g0457000/Os06g0320500/Os09g0439500/Os07g0577600/Os07g0562700",7
"GO:0004601","peroxidase activity","17/1006","71/11744",0.23943661971831,2.79517262621454,4.64377286885669,7.66629411317387e-05,0.00196768215571463,0.00196768215571463,"Os12g0111800/Os06g0625500/Os12g0448900/Os07g0676900/Os05g0162000/Os10g0109600/Os07g0677100/Os08g0113000/Os04g0688100/Os06g0547400/Os09g0471100/Os05g0499400/Os04g0434800/Os07g0677400/Os01g0360200/Os04g0688300/Os11g0112200",17
"GO:0003700","DNA-binding transcription factor activity","67/1006","491/11744",0.136456211812627,1.59298384843687,4.10843359592601,8.0971484263772e-05,0.00198380136446241,0.00198380136446241,"Os06g0284500/Os03g0786400/Os11g0160550/Os08g0490000/Os12g0583700/Os05g0549800/Os05g0183100/Os06g0614100/Os07g0680400/Os04g0493100/Os06g0662200/Os05g0537100/Os01g0128000/Os05g0571200/Os03g0860100/Os03g0182800/Os05g0139100/Os10g0496000/Os03g0785800/Os03g0437200/Os11g0684000/Os07g0567700/Os12g0105600/Os09g0549450/Os08g0499300/Os01g0603300/Os01g0821300/Os07g0628500/Os05g0530400/Os05g0321900/Os09g0466400/Os10g0377300/Os01g0159800/Os03g0321700/Os01g0730700/Os02g0656600/Os12g0556300/Os05g0565900/Os05g0579300/Os01g0185900/Os05g0553400/Os01g0714800/Os01g0201700/Os07g0119300/Os01g0635200/Os11g0128300/Os01g0820400/Os11g0490900/Os02g0770500/Os06g0649000/Os09g0410700/Os02g0713700/Os05g0583000/Os09g0455300/Os07g0617000/Os05g0449900/Os02g0706600/Os08g0487100/Os02g0654700/Os01g0758200/Os04g0301500/Os12g0160500/Os09g0456800/Os01g0915600/Os12g0168100/Os09g0475800/Os04g0398000",67
"GO:0009535","chloroplast thylakoid membrane","22/1006","107/11744",0.205607476635514,2.40025268947065,4.45353231748198,8.79606297442222e-05,0.00206133823617982,0.00206133823617982,"Os07g0489800/Os05g0291700/Os02g0744000/Os01g0102900/Os08g0435900/Os04g0539000/Os02g0197600/Os07g0544800/Os12g0189400/Os08g0504500/Os07g0148900/Os04g0457000/Os10g0100300/Os07g0105600/Os08g0560900/Os06g0320500/Os09g0439500/Os07g0577600/Os02g0578400/Os07g0562700/Os05g0560000/Os06g0101600",22
"GO:0042744","hydrogen peroxide catabolic process","15/1006","59/11744",0.254237288135593,2.96795498197257,4.63824438965571,9.65832921748617e-05,0.00216909977009377,0.00216909977009377,"Os12g0111800/Os06g0625500/Os07g0676900/Os05g0162000/Os10g0109600/Os07g0677100/Os08g0113000/Os04g0688100/Os06g0547400/Os09g0471100/Os05g0499400/Os04g0434800/Os07g0677400/Os04g0688300/Os11g0112200",15
"GO:0006950","response to stress","20/1006","96/11744",0.208333333333333,2.43207422133864,4.31223364415511,0.000150244756733899,0.00323927695518286,0.00323927695518286,"Os06g0191300/Os01g0297200/Os05g0162000/Os07g0628700/Os04g0610900/Os06g0559400/Os03g0291500/Os08g0113000/Os04g0688100/Os08g0458200/Os07g0192000/Os05g0382600/Os07g0498400/Os05g0499400/Os01g0305900/Os07g0628900/Os02g0121700/Os01g0314800/Os04g0688300/Os05g0382900",20
"GO:0004497","monooxygenase activity","27/1006","150/11744",0.18,2.10131212723658,4.15495403842028,0.000163002187592852,0.00337916073509797,0.00337916073509797,"Os01g0227800/Os08g0507702/Os07g0518500/Os09g0457100/Os12g0139300/Os08g0507100/Os01g0728300/Os02g0110200/Os02g0218700/Os12g0443000/Os05g0101600/Os10g0439924/Os03g0570100/Os01g0561600/Os04g0171800/Os07g0491900/Os05g0320700/Os02g0467600/Os07g0218700/Os03g0225900/Os05g0494000/Os03g0417700/Os10g0378100/Os03g0223100/Os06g0294600/Os12g0150200/Os02g0186800",27
"GO:0007166","cell surface receptor signaling pathway","11/1006","37/11744",0.297297297297297,3.47063564558594,4.60695082778273,0.000183555251146549,0.00356200174305059,0.00356200174305059,"Os12g0615300/Os09g0561500/Os02g0807800/Os09g0562600/Os09g0561600/Os04g0598900/Os04g0127500/Os02g0811200/Os11g0666200/Os08g0343000/Os07g0493800",11
"GO:0051213","dioxygenase activity","16/1006","69/11744",0.231884057971014,2.70700435070735,4.35268811669879,0.000185039051587043,0.00356200174305059,0.00356200174305059,"Os08g0508800/Os04g0662600/Os10g0577600/Os08g0485400/Os03g0122300/Os05g0304600/Os12g0448900/Os03g0803500/Os06g0255100/Os04g0182200/Os02g0704000/Os02g0194700/Os03g0738600/Os10g0419400/Os10g0558700/Os08g0509100",16
"GO:0006979","response to oxidative stress","17/1006","77/11744",0.220779220779221,2.577366967029,4.25035618812146,0.000222377079136072,0.00413314640187389,0.00413314640187389,"Os12g0111800/Os12g0106000/Os03g0437200/Os12g0448900/Os07g0676900/Os05g0162000/Os10g0109600/Os07g0677100/Os08g0113000/Os04g0688100/Os06g0547400/Os09g0471100/Os05g0499400/Os04g0434800/Os07g0677400/Os04g0688300/Os11g0112200",17
"GO:0009055","electron transfer activity","14/1006","57/11744",0.245614035087719,2.86728750305186,4.3253765110349,0.000243062559903711,0.00436702399293667,0.00436702399293667,"Os07g0489800/Os08g0138200/Os04g0674400/Os07g0544800/Os08g0137900/Os09g0469300/Os08g0138100/Os04g0412200/Os07g0105600/Os02g0814400/Os05g0529700/Os03g0835900/Os02g0578400/Os06g0101600",14
"GO:0031347","regulation of defense response","6/1006","14/11744",0.428571428571429,5.00312411246805,4.5871283060701,0.000640345914586604,0.0111337563858768,0.0111337563858768,"Os03g0180900/Os10g0391400/Os03g0180800/Os04g0395800/Os03g0181100/Os10g0392400",6
"GO:0016829","lyase activity","30/1006","190/11744",0.157894736842105,1.84325625196191,3.58671616094069,0.000757596886400048,0.0127607725553008,0.0127607725553008,"Os08g0139700/Os03g0136900/Os10g0380800/Os02g0762100/Os01g0238500/Os03g0718000/Os06g0608700/Os02g0110200/Os04g0516600/Os02g0218700/Os03g0254800/Os03g0278200/Os07g0182100/Os01g0662700/Os01g0770200/Os10g0545200/Os09g0255400/Os01g0208700/Os01g0118000/Os09g0375000/Os04g0412500/Os01g0897300/Os01g0639900/Os03g0225900/Os10g0100700/Os04g0578000/Os02g0121700/Os04g0406600/Os02g0626400/Os02g0627100",30
"GO:0005509","calcium ion binding","29/1006","182/11744",0.159340659340659,1.86013588796889,3.57942363015487,0.00079322293139609,0.0129559745461361,0.0129559745461361,"Os12g0615300/Os08g0558100/Os06g0683400/Os11g0600500/Os09g0561500/Os09g0483500/Os02g0807800/Os07g0544800/Os09g0562600/Os08g0504500/Os09g0561600/Os04g0598900/Os07g0631700/Os07g0680000/Os06g0604300/Os07g0105600/Os05g0382600/Os03g0331700/Os03g0812400/Os11g0141400/Os04g0127500/Os02g0811200/Os12g0603800/Os08g0540400/Os01g0955100/Os01g0360200/Os05g0401300/Os02g0578400/Os05g0382900",29
"GO:0006633","fatty acid biosynthetic process","14/1006","64/11744",0.21875,2.55367793240557,3.81466481751466,0.000859709042422416,0.0136289168784024,0.0136289168784024,"Os08g0508800/Os08g0327400/Os05g0304600/Os06g0598800/Os02g0110200/Os12g0448900/Os02g0218700/Os02g0205500/Os02g0194700/Os02g0503500/Os03g0225900/Os03g0738600/Os05g0574600/Os08g0509100",14
"GO:0008194","UDP-glycosyltransferase activity","14/1006","67/11744",0.208955223880597,2.43933414438741,3.61626468485356,0.00138130299858419,0.0212720661781965,0.0212720661781965,"Os06g0282000/Os11g0441500/Os06g0288300/Os06g0593200/Os04g0206700/Os01g0597800/Os05g0215300/Os06g0593800/Os01g0805400/Os02g0755500/Os07g0489200/Os01g0179600/Os04g0206500/Os01g0734600",14
"GO:0080043","quercetin 3-O-glucosyltransferase activity","6/1006","16/11744",0.375,4.37773359840954,4.13809281566356,0.00147057473125322,0.0214226967606888,0.0214226967606888,"Os11g0441500/Os06g0593200/Os04g0206700/Os02g0755500/Os01g0179600/Os04g0206500",6
"GO:0080044","quercetin 7-O-glucosyltransferase activity","6/1006","16/11744",0.375,4.37773359840954,4.13809281566356,0.00147057473125322,0.0214226967606888,0.0214226967606888,"Os11g0441500/Os06g0593200/Os04g0206700/Os02g0755500/Os01g0179600/Os04g0206500",6
"GO:2000022","","7/1006","22/11744",0.318181818181818,3.71444062895355,3.90047635892013,0.00179276465339704,0.0254289512679212,0.0254289512679212,"Os03g0180900/Os03g0289800/Os10g0391400/Os03g0180800/Os04g0395800/Os03g0181100/Os10g0392400",7
"GO:0006952","defense response","50/1006","386/11744",0.129533678756477,1.51217050031418,3.13172847975645,0.00199995935139381,0.0276404638564426,0.0276404638564426,"Os01g0850100/Os01g0508100/Os02g0231700/Os12g0467300/Os11g0614400/Os06g0614100/Os08g0507702/Os08g0248100/Os09g0536400/Os03g0289800/Os03g0210200/Os05g0571200/Os07g0670300/Os02g0612200/Os03g0772600/Os08g0507100/Os07g0541000/Os11g0173800/Os07g0537000/Os08g0518900/Os11g0684000/Os06g0585950/Os06g0128800/Os12g0448900/Os11g0606500/Os03g0159100/Os06g0726100/Os09g0526500/Os01g0561600/Os02g0282000/Os01g0841700/Os06g0146100/Os12g0628600/Os09g0517200/Os03g0429000/Os07g0541500/Os09g0357400/Os04g0514600/Os01g0721300/Os04g0578000/Os11g0211300/Os04g0634700/Os02g0121700/Os03g0179400/Os06g0586150/Os11g0207400/Os03g0210000/Os11g0702100/Os05g0533301/Os04g0109400",50
"GO:0004867","serine-type endopeptidase inhibitor activity","6/1006","17/11744",0.352941176470588,4.12021985732663,3.94042454384248,0.00210953559965968,0.0284259922054141,0.0284259922054141,"Os01g0123900/Os03g0734300/Os01g0124100/Os01g0124401/Os01g0124200/Os12g0437800",6
"GO:0034440","lipid oxidation","5/1006","12/11744",0.416666666666667,4.86414844267727,4.0990689018939,0.00216825465518655,0.0285046160767208,0.0285046160767208,"Os08g0508800/Os05g0304600/Os02g0194700/Os03g0738600/Os08g0509100",5
"GO:0048046","apoplast","11/1006","50/11744",0.22,2.5682703777336,3.4013491737131,0.00286331436240324,0.0367458676508416,0.0367458676508416,"Os08g0190100/Os11g0180000/Os12g0258700/Os02g0534400/Os06g0696600/Os08g0189600/Os03g0694000/Os01g0249200/Os08g0189700/Os11g0178800/Os01g0284500",11
"GO:0030247","polysaccharide binding","9/1006","37/11744",0.243243243243243,2.83961098275214,3.43029023924659,0.00331130289057104,0.0415067966980881,0.0415067966980881,"Os01g0117200/Os12g0615300/Os09g0561500/Os02g0807800/Os09g0562600/Os01g0138400/Os09g0561600/Os04g0127500/Os02g0811200",9
"GO:0006520","amino acid metabolic process","9/1006","38/11744",0.236842105263158,2.76488437794287,3.33526709111148,0.00401572452546177,0.0491926254369066,0.0491926254369066,"Os01g0871300/Os10g0380800/Os02g0306401/Os04g0516600/Os01g0770200/Os08g0248800/Os04g0543900/Os10g0100700/Os04g0578000",9
